MH687978.1 Betacoronavirus sp. strain VZ_BetaCoV_22084_6, complete genome
KF377577.1 Infectious bronchitis virus strain 4/91 vaccine, complete genome
KF468754.1 Porcine epidemic diarrhea virus isolate IA2, complete genome
KF468753.1 Porcine epidemic diarrhea virus isolate IA1, complete genome
KF384500.1 Porcine epidemic diarrhea virus strain CH/GDGZ/2012, complete genome
KF272920.1 Porcine epidemic diarrhea virus strain USA/Colorado/2013, complete genome
JQ977698.1 Infectious bronchitis virus isolate KM91, complete genome
JQ977697.1 Infectious bronchitis virus isolate SNU8067, complete genome
KF267450.1 Porcine epidemic diarrhea virus isolate 13-019349, complete genome
KC164505.2 Betacoronavirus England 1, complete genome
FN430415.1 Infectious bronchitis virus NGA/A116E7/2006, complete genome
JX504050.1 Human coronavirus NL63 isolate NL63/RPTEC/2004, complete genome
KC189944.1 Porcine epidemic diarrhea virus, complete genome
KC140102.1 Porcine epidemic diarrhea virus strain CH/FJZZ-9/2012, complete genome
KC667074.1 Human betacoronavirus 2c England-Qatar/2012, complete genome
KC109141.1 Porcine epidemic diarrhea virus isolate JS2008, complete genome
JX503061.1 Human coronavirus 229E isolate J0304, complete genome
JX503060.1 Human coronavirus 229E isolate 0349, complete genome
KC776174.1 Human betacoronavirus 2c Jordan-N3/2012, complete genome
JF828981.1 Infectious bronchitis virus strain ck/CH/LDL/101212, complete genome
JF828980.1 Infectious bronchitis virus strain ck/CH/LHLJ/100902, complete genome
JN825712.1 Porcine epidemic diarrhea virus isolate BJ-2011-1, complete genome
JX860640.1 Canine respiratory coronavirus strain K37, complete genome
KC210147.1 Porcine epidemic diarrhea virus strain JS-HZ2012, complete genome
KC210146.1 Porcine epidemic diarrhea virus strain JS2008, complete genome
KC210145.1 Porcine epidemic diarrhea virus strain AH2012, complete genome
KC196276.1 Porcine epidemic diarrhea virus strain CH/ZMDZY/11, complete genome
KC136209.1 Infectious bronchitis virus strain ck/CH/LJL/110302, complete genome
JX195176.1 Infectious bronchitis virus strain ck/CH/LZJ/111113, complete genome
JX195175.1 Infectious bronchitis virus strain ck/CH/LDL/091022, complete genome
JX897900.1 UNVERIFIED: Infectious bronchitis virus isolate GX-NN09032, complete genome
KC119407.1 Infectious bronchitis virus strain Ck/CH/LGD/120724, complete genome
KC013541.1 Infectious bronchitis virus strain Ck/CH/LGD/120723, complete genome
JX560761.1 Porcine epidemic diarrhea virus strain SD-M, complete genome
JX869059.2 Human betacoronavirus 2c EMC/2012, complete genome
JX840411.1 Infectious bronchitis virus strain YX10, complete genome
JX647847.1 Porcine epidemic diarrhea virus strain GD-1, complete genome
JX524137.1 Porcine epidemic diarrhea virus strain ZJCZ4, complete genome
JX489155.1 Porcine epidemic diarrhea virus strain LC, complete genome
JQ989273.1 Hipposideros bat coronavirus HKU10 isolate TLC1347A, complete genome
JQ989272.1 Hipposideros bat coronavirus HKU10 isolate TLC1343A, complete genome
JQ989271.1 Rousettus bat coronavirus HKU10 isolate 175A, complete genome
JQ989270.1 Rousettus bat coronavirus HKU10 isolate 183A, complete genome
JQ989269.1 Hipposideros bat coronavirus HKU10 isolate LSH5A, complete genome
JQ989268.1 Hipposideros bat coronavirus HKU10 isolate TLC1310A, complete genome
JQ989267.1 Hipposideros bat coronavirus HKU10 isolate SL12A, complete genome
JQ989266.1 Hipposideros bat coronavirus HKU10 isolate TT3A, complete genome
HM776941.1 Transmissible gastroenteritis virus isolate AYU, complete genome
JX261936.1 Porcine epidemic diarrhea virus strain CHGD-01, complete genome
JX188454.1 Porcine epidemic diarrhea virus strain AJ1102, complete genome
HQ850618.1 Infectious bronchitis virus isolate GX-YL9, complete genome
HQ848267.1 Infectious bronchitis virus isolate GX-YL5, complete genome
JX195178.1 Infectious bronchitis virus strain ck/CH/LDL/97I substrain P115, complete genome
JX195177.1 Infectious bronchitis virus strain ck/CH/LDL/97I substrain P5, complete genome
JX524171.1 Human coronavirus NL63 isolate CBJ123, complete genome
JF274479.2 Infectious bronchitis virus strain ck/CH/LHLJ/07VII, complete genome
JN634064.1 Feline coronavirus strain WSU 79-1683, complete genome
JX112709.1 Porcine epidemic diarrhea virus strain GD-A, complete genome
JX088695.1 Porcine epidemic diarrhea virus strain GD-B, complete genome
JX104161.1 Human coronavirus NL63 isolate CBJ 037, complete genome
DQ811789.2 TGEV virulent Purdue, complete genome
DQ811786.2 TGEV Miller M60, complete genome
GQ504721.2 Infectious bronchitis virus strain Arkansas Vaccine, complete genome
JX162087.1 SARS coronavirus ExoN1 isolate c5P10, complete genome
JQ088078.1 Infectious bronchitis virus strain CK/SWE/0658946/10, complete genome
JN854286.1 SARS coronavirus HKU-39849 isolate recSARS-CoV HKU-39849, complete genome
JF330899.1 Infectious bronchitis virus strain ck/CH/LNM/091017, complete genome
JF330898.1 Infectious bronchitis virus strain ck/CH/LHB/100801, complete genome
JQ408981.1 Feline infectious peritonitis virus strain DF-2, complete genome
JQ408980.1 Feline coronavirus strain DF-2 R3i, complete genome
JF732903.1 Infectious bronchitis virus strain Sczy3, complete genome
JQ023162.1 Porcine epidemic diarrhea virus strain attenuated DR13, complete genome
JQ023161.1 Porcine epidemic diarrhea virus strain virulent DR13, complete genome
JQ410000.1 Alpaca respiratory coronavirus isolate CA08-1/2008, complete genome
JF792617.1 Rat coronavirus isolate 8190, complete genome
JF792616.1 Rat coronavirus isolate 681, complete genome
JN874562.1 Rabbit coronavirus HKU14 strain HKU14-10, complete genome
JN874561.1 Rabbit coronavirus HKU14 strain HKU14-8, complete genome
JN874560.1 Rabbit coronavirus HKU14 strain HKU14-3, complete genome
JN874559.1 Rabbit coronavirus HKU14 strain HKU14-1, complete genome
JQ404410.1 Canine coronavirus strain TN-449, complete genome
JQ404409.1 Canine coronavirus strain 1-71, complete genome
JQ173883.1 Murine hepatitis virus strain S/3239-17, complete genome
JQ316196.1 SARS coronavirus HKU-39849 isolate UOB, complete genome
JQ065049.1 Common-moorhen coronavirus HKU21 strain HKU21-8295, complete genome
JQ065048.1 Wigeon coronavirus HKU20 strain HKU20-9243, complete genome
JQ065047.1 Night-heron coronavirus HKU19 strain HKU19-6918, complete genome
JQ065046.1 Magpie-robin coronavirus HKU18 strain HKU18-chu3, complete genome
JQ065045.1 Sparrow coronavirus HKU17 strain HKU17-6124, complete genome
JQ065044.1 White-eye coronavirus HKU16 strain HKU16-6847, complete genome
HM034837.1 Human coronavirus HKU1 isolate Caen1, complete genome
JQ282909.1 Porcine epidemic diarrhea virus strain CH/FJND-3/2011, complete genome
GQ504725.1 Infectious bronchitis virus strain Mass41 Vaccine, complete genome
GQ504724.1 Infectious bronchitis virus strain Massachusetts, complete genome
GQ504723.1 Infectious bronchitis virus strain Georgia 1998 Vaccine, complete genome
GQ504722.1 Infectious bronchitis virus strain Georgia 1998 pass8, complete genome
GQ504720.1 Infectious bronchitis virus strain Arkansas DPI, complete genome
JN547228.1 Porcine epidemic diarrhea virus strain CH/S, complete genome
GU393338.1 Infectious bronchitis virus serotype JMK, complete genome
GU393337.1 Infectious bronchitis virus serotype Iowa 97, complete genome
GU393336.1 Infectious bronchitis virus serotype Holte, complete genome
GU393335.1 Infectious bronchitis virus serotype H120, complete genome
GU393334.1 Infectious bronchitis virus serotype Gray, complete genome
GU393333.1 Infectious bronchitis virus serotype FL18288, complete genome
GU393332.1 Infectious bronchitis virus serotype Delaware 072, complete genome
GU393331.1 Infectious bronchitis virus serotype Cal56b, complete genome
GQ152141.1 Feline coronavirus strain FCoV/NTU156/P/2007, complete genome
JN129835.1 Human coronavirus OC43 strain HK04-02, complete genome
JN129834.1 Human coronavirus OC43 strain HK04-01, complete genome
JF705860.1 Duck coronavirus isolate DK/CH/HN/ZZ2004, complete genome
HM245926.1 Mink coronavirus strain WD1133, complete genome
HM245925.1 Mink coronavirus strain WD1127, complete genome
FJ904723.1 Infectious bronchitis virus strain Mass41 1985, complete genome
FJ904722.1 Infectious bronchitis virus strain Mass41 1979, complete genome
FJ904721.1 Infectious bronchitis virus strain Mass41 1972, complete genome
FJ904720.1 Infectious bronchitis virus strain Mass41 1965, complete genome
FJ904719.1 Infectious bronchitis virus strain Conn46 1991, complete genome
FJ904718.1 Infectious bronchitis virus strain Conn46 1983, complete genome
FJ904717.1 Infectious bronchitis virus strain Conn46 1972, complete genome
FJ904716.1 Infectious bronchitis virus strain Conn46 1996, complete genome
FJ904715.1 Infectious bronchitis virus strain Cal557 2003, complete genome
FJ904714.1 Infectious bronchitis virus strain Cal 1995, complete genome
FJ904713.1 Infectious bronchitis virus strain Mass41 2006, complete genome
DQ811784.2 Bovine coronavirus DB2, complete genome
FJ938058.1 Feline coronavirus UU16, complete genome
GU937797.1 Porcine epidemic diarrhea virus isolate SM98, complete genome
FJ938060.1 Feline coronavirus UU2, complete genome
DQ412043.1 Bat SARS coronavirus Rm1, complete genome
DQ412042.1 Bat SARS coronavirus Rf1, complete genome
AY595412.1 SARS coronavirus LLJ-2004, complete genome
AY319651.1 Avian infectious bronchitis virus isolate BJ, complete genome
FJ888351.1 Infectious bronchitis virus strain H120, complete genome
HQ392472.1 Feline coronavirus UU30, complete genome
HQ392471.1 Feline coronavirus UU20, complete genome
HQ392470.1 Feline coronavirus UU19, complete genome
HM211101.1 Bat coronavirus HKU9-10-2, complete genome
HM211100.1 Bat coronavirus HKU9-10-1, complete genome
HM211099.1 Bat coronavirus HKU9-5-2, complete genome
HM211098.1 Bat coronavirus HKU9-5-1, complete genome
GU190215.1 Bat coronavirus BM48-31/BGR/2008, complete genome
HQ012371.1 Feline coronavirus UU31, complete genome
HQ012370.1 Feline coronavirus UU24, complete genome
HQ012369.1 Feline coronavirus UU21, complete genome
HQ012368.1 Feline coronavirus UU18, complete genome
HQ012367.1 Feline coronavirus UU17, complete genome
GU593319.1 Murine hepatitis virus strain S, complete genome
AY597011.2 Human coronavirus HKU1 genotype A, complete genome
AY700211.1 Murine hepatitis virus strain A59, complete genome
AY585229.1 Human coronavirus OC43 serotype OC43-Paris, complete genome
AY585228.1 Human coronavirus OC43 strain ATCC VR-759, complete genome
AY518894.1 Human group 1 coronavirus associated with pneumonia, complete genome
AY463060.1 SARS coronavirus ShanghaiQXC2, complete genome
AY463059.1 SARS coronavirus ShanghaiQXC1, complete genome
AY485278.1 SARS coronavirus Sino3-11, complete genome
AY485277.1 SARS coronavirus Sino1-11, complete genome
FJ882960.1 SARS coronavirus ExoN1 isolate P3pp34, complete genome
FJ882956.1 SARS coronavirus ExoN1 isolate P3pp53, complete genome
FJ882955.1 SARS coronavirus ExoN1 isolate P3pp19, complete genome
FJ882954.1 SARS coronavirus ExoN1 isolate P3pp46, complete genome
FJ882950.1 SARS coronavirus ExoN1 isolate P3pp60, complete genome
FJ882949.1 SARS coronavirus wtic-MB isolate P3pp23, complete genome
FJ882947.1 SARS coronavirus wtic-MB isolate P3pp7, complete genome
FJ882946.1 SARS coronavirus wtic-MB isolate P3pp13, complete genome
FJ882944.1 SARS coronavirus ExoN1 isolate P3pp23, complete genome
FJ882941.1 SARS coronavirus ExoN1 isolate P3pp8, complete genome
FJ882940.1 SARS coronavirus ExoN1 isolate P3pp37, complete genome
FJ882939.1 SARS coronavirus wtic-MB isolate P3pp16, complete genome
FJ882938.1 SARS coronavirus wtic-MB, complete genome
FJ882937.1 SARS coronavirus wtic-MB isolate P3pp18, complete genome
FJ882936.1 SARS coronavirus wtic-MB isolate P3pp2, complete genome
FJ882935.1 SARS coronavirus wtic-MB isolate P3pp21, complete genome
FJ882934.1 SARS coronavirus wtic-MB isolate P3pp29, complete genome
FJ882933.1 SARS coronavirus wtic-MB isolate P3pp6, complete genome
FJ882932.1 SARS coronavirus wtic-MB isolate P3pp14, complete genome
FJ882931.1 SARS coronavirus ExoN1 isolate P3pp12, complete genome
FJ882930.1 SARS coronavirus ExoN1, complete genome
FJ882929.1 SARS coronavirus ExoN1 isolate P3pp1, complete genome
FJ882928.1 SARS coronavirus ExoN1 isolate P1pp1, complete genome
FJ882927.1 SARS coronavirus wtic-MB isolate P1pp1, complete genome
FJ882926.1 SARS coronavirus ExoN1, complete genome
AF304460.1 Human coronavirus 229E, complete genome
GQ153548.1 Bat SARS coronavirus HKU3-13, complete genome
GQ153547.1 Bat SARS coronavirus HKU3-12, complete genome
GQ153546.1 Bat SARS coronavirus HKU3-11, complete genome
GQ153545.1 Bat SARS coronavirus HKU3-10, complete genome
GQ153544.1 Bat SARS coronavirus HKU3-9, complete genome
GQ153543.1 Bat SARS coronavirus HKU3-8, complete genome
GQ153542.1 Bat SARS coronavirus HKU3-7, complete genome
GQ153541.1 Bat SARS coronavirus HKU3-6, complete genome
GQ153540.1 Bat SARS coronavirus HKU3-5, complete genome
GQ153539.1 Bat SARS coronavirus HKU3-4, complete genome
AB551247.1 Murine hepatitis virus RNA, complete genome, strain: MHV-MI
FJ588686.1 Bat SARS CoV Rs672/2006, complete genome
AY282752.2 SARS coronavirus CUHK-Su10, complete genome
AY391777.1 Human coronavirus OC43, complete genome
AY310120.1 SARS coronavirus FRA, complete genome
AY291315.1 SARS coronavirus Frankfurt 1, complete genome
DQ646405.2 Infectious bronchitis virus isolate TW2575/98, complete genome
EU095850.1 Turkey coronavirus isolate MG10, complete genome
DQ415914.1 Human coronavirus HKU1 strain N18 genotype A, complete genome
DQ415913.1 Human coronavirus HKU1 strain N17 genotype C, complete genome
DQ415912.1 Human coronavirus HKU1 strain N16 genotype C, complete genome
DQ415911.1 Human coronavirus HKU1 strain N15 genotype B, complete genome
DQ415910.1 Human coronavirus HKU1 strain N14 genotype A, complete genome
DQ415909.1 Human coronavirus HKU1 strain N13 genotype A, complete genome
DQ415908.1 Human coronavirus HKU1 strain N11 genotype A, complete genome
DQ415907.1 Human coronavirus HKU1 strain N10 genotype A, complete genome
DQ415906.1 Human coronavirus HKU1 strain N9 genotype A, complete genome
DQ415905.1 Human coronavirus HKU1 strain N7 genotype A, complete genome
DQ415904.1 Human coronavirus HKU1 strain N6 genotype A, complete genome
DQ415903.1 Human coronavirus HKU1 strain N3 genotype A, complete genome
DQ415902.1 Human coronavirus HKU1 strain N25 genotype B, complete genome
DQ415901.1 Human coronavirus HKU1 strain N24 genotype A, complete genome
DQ415900.1 Human coronavirus HKU1 strain N23 genotype A, complete genome
DQ415899.1 Human coronavirus HKU1 strain N22 genotype C, complete genome
DQ415898.1 Human coronavirus HKU1 strain N21 genotype C, complete genome
DQ415897.1 Human coronavirus HKU1 strain N20 genotype C, complete genome
DQ415896.1 Human coronavirus HKU1 strain N19 genotype A, complete genome
AY851295.1 Avian infectious bronchitis virus strain Mass 41, complete genome
AY514485.1 Infectious bronchitis virus serotype California 99, complete genome
AY313906.1 SARS coronavirus GD69, complete genome
AY283798.2 SARS coronavirus Sin2774, complete genome
AY283797.1 SARS coronavirus Sin2748, complete genome
AY283796.1 SARS coronavirus Sin2679, complete genome
AY283795.1 SARS coronavirus Sin2677, complete genome
AY283794.1 SARS coronavirus Sin2500, complete genome
GQ427176.1 Turkey coronavirus strain TCoV/TX-1038/98, complete genome
GQ427175.1 Turkey coronavirus strain TCoV/IN-517/94, complete genome
GQ427174.1 Turkey coronavirus strain TCoV/TX-GL/01, complete genome
GQ427173.1 Turkey coronavirus strain TCoV/VA-74/03, complete genome
GU553365.1 SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00003, complete genome
GU553364.1 SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00002, complete genome
GU553363.1 SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00001, complete genome
GU553362.1 Feline coronavirus UU23 isolate TCVSP-ROTTIER-00023, complete genome
GU553361.1 Feline coronavirus UU22 isolate TCVSP-ROTTIER-00022, complete genome
GQ477367.1 Canine coronavirus strain CCoV/NTU336/F/2008, complete genome
FJ959407.1 SARS coronavirus isolate A001, complete genome
FJ938068.1 Rat coronavirus Parker, complete genome
FJ938067.1 Human enteric coronavirus strain 4408, complete genome
FJ938066.1 Bovine respiratory coronavirus bovine/US/OH-440-TC/1996, complete genome
FJ938065.1 Bovine respiratory coronavirus AH187, complete genome
FJ938064.1 Bovine coronavirus E-AH187-TC, complete genome
FJ938063.1 Bovine coronavirus E-DB2-TC, complete genome
FJ938062.1 Feline coronavirus UU9, complete genome
FJ938061.1 Feline coronavirus UU3, complete genome
FJ938059.1 Feline coronavirus UU10, complete genome
FJ938057.1 Feline coronavirus UU15, complete genome
FJ938056.1 Feline coronavirus UU5, complete genome
FJ938055.1 Feline coronavirus UU8, complete genome
FJ938054.1 Feline coronavirus UU4, complete genome
FJ938053.1 Feline coronavirus UU7, complete genome
FJ938052.1 Feline coronavirus UU11, complete genome
FJ938051.1 Feline coronavirus RM, complete genome
AY686864.1 SARS coronavirus B039, complete genome
AY279354.2 SARS coronavirus BJ04, complete genome
AY278490.3 SARS coronavirus BJ03, complete genome
AY278487.3 SARS coronavirus BJ02, complete genome
AY278489.2 SARS coronavirus GD01, complete genome
AY278488.2 SARS coronavirus BJ01, complete genome
EU420139.1 Bat coronavirus HKU8 strain AFCD77, complete genome
EU111742.1 Coronavirus SW1, complete genome
EF203067.1 Bat coronavirus HKU2 strain HKU2/HK/33/2006, complete genome
EF203066.1 Bat coronavirus HKU2 strain HKU2/HK/298/2006, complete genome
